Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,E[M],sigmaM,DN,Source
1987,2,17,0,0,0.0,33.69,120.66,5.1,0.19,132,EPRI
1987,3,5,0,0,0.0,52.48,132.64,5.04,0.19,136,EPRI
1987,4,5,1,49,17.0,65.993,-134.556,5.01,0.05,241,ISC
1987,4,18,16,59,50.0,22.41,79.306,4.99,0.13,111,Merged
1987,4,19,3,59,59.0,60.434,56.753,5.01,0.05,166,ISC
1987,6,10,23,48,52.0,38.777,-87.89,5.07,0.053,230,Merged
1987,6,11,18,52,20.0,-2.921,-76.653,5.19,0.07,51,ISC
1987,7,6,23,59,58.0,61.395,112.701,5.38,0.09,149,ISC
1987,7,24,1,59,58.0,61.404,112.821,5.31,0.08,149,ISC
1987,8,2,0,0,0.0,24.924,115.608,4.99,0.1,125,EPRI
1987,8,12,1,29,58.0,61.371,112.718,5.25,0.07,149,ISC
1987,9,5,0,0,0.0,22.5,118.73,4.98,0.19,127,EPRI
1987,10,8,6,19,19.0,73.665,119.049,5.09,0.06,146,ISC
1987,10,9,3,58,46.0,-30.8,121.208,5.25,0.07,8,ISC
1987,12,13,0,0,0.0,74.46,-93.71,5.35,0.14,248,EPRI
1987,12,21,7,56,45.0,-2.692,-76.981,5.05,0.05,51,ISC
1987,12,22,0,0,0.0,-36.11,141.54,4.75,0.19,31,EPRI
1988,1,3,0,0,0.0,-14.31,25.4,4.52,0.25,61,EPRI
1988,1,5,0,0,0.0,-26.807,26.64,4.92,0.25,63,EPRI
1988,1,7,22,55,52.0,0.702,18.475,4.95,0.13,73,Merged
1988,1,18,13,48,13.0,-2.499,-76.748,5.19,0.07,51,ISC
1988,1,22,0,36,0.0,-19.823,133.854,6.33,0.089,13,Merged
1988,1,22,3,57,28.0,-19.86,133.88,6.41,0.093,13,Merged
1988,1,22,12,5,0.0,-19.854,133.875,6.49,0.098,13,Merged
1988,1,22,12,39,37.0,-20.138,133.715,5.85,0.039,13,Merged
1988,1,22,13,17,20.0,-19.924,133.862,5.97,0.051,13,Merged
1988,1,23,3,33,41.0,-20.219,133.522,5.38,0.09,13,ISC
1988,1,23,7,34,36.0,-20.339,133.605,5.31,0.08,13,ISC
1988,1,27,11,27,20.0,-20.175,133.516,5.45,0.1,13,ISC
1988,1,28,0,0,0.0,32.33,21.2,5.3,0.25,90,EPRI
1988,1,28,0,0,0.0,48.0,-65.58,3.55,0.06,222,EPRI
1988,1,29,10,19,33.0,-20.04,133.753,5.71,0.13,13,ISC
1988,1,31,0,0,0.0,67.81,10.2,4.67,0.25,183,EPRI
1988,2,6,5,23,59.0,-16.703,124.699,5.27,0.086,13,Merged
1988,3,10,0,0,0.0,-17.2,13.4,4.52,0.25,61,EPRI
1988,3,26,0,0,0.0,33.2,13.34,5.2,0.37,90,EPRI
1988,4,2,20,19,36.0,-20.159,134.001,5.19,0.07,13,ISC
1988,4,13,22,6,25.0,-3.172,-75.709,5.19,0.07,51,ISC
1988,4,29,16,54,20.0,-20.252,133.862,5.05,0.05,13,ISC
1988,6,15,9,13,42.0,-31.5,126.449,5.13,0.133,19,Merged
1988,6,26,0,0,0.0,-36.27,-52.73,5.0,0.19,46,EPRI
1988,6,28,18,47,50.0,30.192,70.941,5.09,0.06,113,ISC
1988,8,8,0,0,0.0,63.673,2.397,5.53,0.17,183,EPRI
1988,8,29,12,12,16.0,26.517,87.691,5.09,0.06,112,ISC
1988,9,6,0,0,0.0,61.33,47.98,4.85,0.25,167,EPRI
1988,9,7,2,28,9.0,38.178,-83.816,5.01,0.05,226,ISC
1988,9,12,0,0,0.0,-26.89,26.65,4.6,0.25,63,EPRI
1988,9,30,20,43,0.0,-20.124,133.878,5.35,0.135,13,Merged
1988,11,10,0,0,0.0,21.2,108.57,4.6,0.25,129,EPRI
1988,11,25,23,46,4.0,48.05,-71.296,5.935,0.094,226,Merged
1988,12,31,0,0,0.0,-26.88,26.64,4.8,0.25,63,EPRI
1989,1,4,0,0,0.0,-7.486,133.25,4.67,0.25,1,EPRI
1989,1,12,6,13,57.0,40.454,122.662,5.04,0.13,133,Merged
1989,1,19,17,51,15.0,66.141,-53.195,5.01,0.05,239,ISC
1989,1,23,0,0,0.0,61.949,4.504,5.12,0.1,183,EPRI
1989,1,25,0,0,0.0,-27.96,26.72,5.14,0.19,63,EPRI
1989,1,29,0,0,0.0,59.45,5.9,4.75,0.25,179,EPRI
1989,2,26,10,12,31.0,-4.882,-76.734,5.14,0.06,51,ISC
1989,3,10,0,0,0.0,-5.81,-35.56,5.17,0.19,56,EPRI
1989,3,13,0,0,0.0,50.72,9.91,5.22,0.19,195,EPRI
1989,3,16,0,0,0.0,-16.927,-65.005,5.22,0.14,51,EPRI
1989,3,16,4,17,28.0,59.88,-69.682,5.21,0.099,239,Merged
1989,3,23,0,0,0.0,-11.148,123.737,4.75,0.25,1,EPRI
1989,3,26,0,0,0.0,-5.05,-37.6,4.7,0.25,56,EPRI
1989,3,30,12,46,25.0,-19.904,133.645,5.45,0.1,13,ISC
1989,4,7,0,0,0.0,-12.516,122.161,5.1,0.25,1,EPRI
1989,4,8,0,0,0.0,39.45,-8.92,4.89,0.19,199,EPRI
1989,4,15,14,26,42.0,8.465,-61.038,5.43,0.13,52,ISC
1989,4,20,22,59,56.0,57.172,122.147,6.59,0.2,147,ISC
1989,4,29,6,25,40.0,57.153,122.245,5.62,0.14,147,ISC
1989,5,5,18,28,40.0,-8.286,-71.351,6.86,0.26,51,ISC
1989,5,5,19,10,44.0,-7.5,-71.384,5.19,0.07,51,ISC
1989,5,12,0,40,49.0,32.287,71.076,5.09,0.06,113,ISC
1989,5,14,0,0,0.0,50.87,51.4,4.52,0.25,161,EPRI
1989,5,28,0,0,0.0,-25.07,130.78,5.57,0.19,12,EPRI
1989,6,5,16,23,41.0,-11.938,14.652,5.135,0.131,72,Merged
1989,6,12,0,0,0.0,21.829,89.754,5.76,0.08,118,EPRI
1989,6,18,0,0,0.0,-12.449,121.52,5.2,0.14,1,EPRI
1989,6,29,0,0,0.0,51.44,16.07,4.55,0.25,192,EPRI
1989,7,9,20,7,47.0,57.143,122.255,5.19,0.07,147,ISC
1989,7,18,0,0,0.0,76.865,12.972,4.88,0.19,182,EPRI
1989,8,24,16,58,29.0,-2.74,22.509,5.01,0.05,73,ISC
1989,9,29,0,0,0.0,-30.6,28.7,4.82,0.19,60,EPRI
1989,10,13,0,0,0.0,-17.59,122.4,5.47,0.14,11,EPRI
1989,10,25,20,29,3.0,57.514,118.833,5.565,0.11,147,Merged
1989,10,28,0,0,0.0,51.6,16.01,4.67,0.25,192,EPRI
1989,11,20,0,0,0.0,29.882,106.804,5.14,0.19,131,EPRI
1989,11,25,0,0,0.0,23.72,114.52,5.4,0.27,125,EPRI
1989,12,7,16,38,32.0,-4.291,-76.551,5.25,0.07,51,ISC
1989,12,10,11,58,15.0,24.806,70.867,4.84,0.127,113,Merged
1989,12,16,17,24,28.0,65.804,-134.386,5.05,0.05,241,ISC
1989,12,25,4,25,51.0,59.96,-73.568,5.67,0.057,236,Merged
1989,12,25,14,24,34.0,60.085,-73.631,6.105,0.094,236,Merged
1989,12,27,0,0,0.0,-32.94,151.56,5.28,0.27,27,EPRI
1990,1,10,23,1,22.0,26.61,86.722,5.09,0.06,112,ISC
1990,1,17,6,38,7.0,-31.697,117.039,5.36,0.139,7,Merged
1990,2,7,0,0,0.0,-26.8301,26.6818,4.5,0.37,63,EPRI
1990,2,9,0,0,0.0,31.72,121.03,4.92,0.19,132,EPRI
1990,2,12,0,0,0.0,-31.22,-48.9,5.15,0.19,46,EPRI
1990,2,14,0,0,0.0,-26.29,27.43,4.5,0.25,63,EPRI
1990,2,20,0,0,0.0,32.5564,44.2181,4.6,0.25,81,EPRI
1990,3,3,0,0,0.0,-26.9543,26.72,4.9,0.37,63,EPRI
1990,3,13,19,40,35.0,-3.448,-76.923,5.82,0.14,51,ISC
1990,3,13,0,0,0.0,-4.03,39.93,5.49,0.14,80,EPRI
1990,4,2,0,0,0.0,52.32,-3.0,4.65,0.25,185,EPRI
1990,5,20,0,0,0.0,5.121,32.145,7.22,0.15,82,EPRI
1990,5,25,0,0,0.0,8.259,32.9262,4.7,0.25,82,EPRI
1990,5,28,0,0,0.0,55.15,58.63,4.6,0.25,159,EPRI
1990,6,9,0,0,0.0,75.12,113.1,4.75,0.25,152,EPRI
1990,6,24,0,0,0.0,-17.6407,27.7695,4.5,0.25,67,EPRI
1990,7,18,0,0,0.0,-26.8569,26.6248,4.6,0.25,63,EPRI
1990,7,28,0,0,0.0,74.8794,-79.9866,4.5,0.37,248,EPRI
1990,9,20,0,0,0.0,4.2221,9.0551,4.5,0.37,85,EPRI
1990,9,26,0,0,0.0,-28.014,26.727,4.97,0.14,63,EPRI
1990,10,5,23,43,35.0,-11.117,-70.79,5.14,0.06,51,ISC
1990,10,17,15,12,16.0,-10.283,-70.978,5.38,0.09,51,ISC
1990,10,19,7,1,57.0,46.461,-75.564,4.79,0.103,226,Merged
1990,10,21,15,10,43.0,-4.099,-77.246,5.93,0.15,51,ISC
1990,10,24,0,0,0.0,73.3597,54.6741,5.1,0.47,156,EPRI
1990,11,11,0,0,0.0,33.94,12.04,5.15,0.14,90,EPRI
1990,11,27,21,16,29.0,-20.021,133.73,5.25,0.07,13,ISC
1990,11,29,0,0,0.0,78.4481,-108.4902,4.7,0.25,249,EPRI
1990,12,6,0,0,0.0,-26.35,27.31,4.5,0.25,63,EPRI
1990,12,31,0,0,0.0,47.7018,-72.6666,4.16,0.15,226,EPRI
1991,1,3,14,4,57.0,-20.18,133.894,5.19,0.07,13,ISC
1991,1,6,22,13,19.0,17.141,73.767,5.01,0.05,106,ISC
1991,1,13,17,22,2.0,65.608,-37.443,4.895,0.13,239,Merged
1991,1,24,0,0,0.0,-13.1283,23.1763,4.8,0.25,61,EPRI
1991,2,4,19,37,32.0,60.904,-43.304,5.075,0.13,244,Merged
1991,2,12,0,0,0.0,71.4432,-75.0874,5.0,0.37,248,EPRI
1991,2,27,0,0,0.0,25.6762,103.9086,4.8,0.25,130,EPRI
1991,3,7,1,28,11.0,-20.176,133.928,5.38,0.09,13,ISC
1991,3,12,13,41,29.0,-3.375,-75.807,5.09,0.06,51,ISC
1991,4,19,0,0,0.0,-4.006,-39.7315,4.7,0.25,56,EPRI
1991,4,26,0,0,0.0,20.8118,89.6729,4.7,0.25,118,EPRI
1991,4,28,15,33,5.0,30.772,71.814,5.05,0.05,113,ISC
1991,5,10,0,0,0.0,-17.3484,24.982,4.7,0.25,61,EPRI
1991,6,10,0,0,0.0,-26.8689,26.7138,4.7,0.25,63,EPRI
1991,6,19,11,38,24.0,-20.14,133.961,5.315,0.137,13,Merged
1991,7,8,10,45,36.0,-20.421,133.772,5.38,0.09,13,ISC
1991,8,7,11,36,30.0,25.293,88.687,5.05,0.05,112,ISC
1991,9,10,6,54,6.0,24.215,68.683,5.09,0.06,113,ISC
1991,9,10,0,0,0.0,24.1675,68.6842,4.9,0.25,114,EPRI
1991,9,30,0,0,0.0,43.0932,112.5325,4.8,0.25,134,EPRI
1991,11,3,0,0,0.0,-26.8912,26.6395,4.9,0.37,63,EPRI
1991,11,3,0,0,0.0,28.3437,104.0239,4.5,0.37,131,EPRI
1991,11,3,20,43,29.0,69.792,-130.853,5.09,0.06,241,ISC
1991,11,8,15,13,46.0,26.358,70.653,5.52,0.103,113,Merged
1991,12,17,8,43,39.0,-3.26,-75.763,5.05,0.05,51,ISC
1992,1,2,11,45,37.0,32.356,-103.01,4.855,0.084,231,Merged
1992,1,4,0,56,58.0,66.798,-94.718,5.43,0.11,239,Merged
1992,1,15,1,18,13.0,-2.217,-76.939,5.31,0.08,51,ISC
1992,1,22,0,0,0.0,35.3276,121.09,5.02,0.1,132,EPRI
1992,3,7,0,0,0.0,-26.4414,27.3387,4.9,0.25,63,EPRI
1992,4,12,20,30,24.0,28.312,69.659,5.01,0.05,113,ISC
1992,4,13,0,0,0.0,51.16,5.82,5.31,0.1,195,EPRI
1992,4,17,0,0,0.0,-20.0236,133.7528,4.6,0.25,13,EPRI
1992,4,22,23,41,20.0,-5.07,-76.042,5.09,0.06,51,ISC
1992,6,6,0,0,0.0,-27.9762,26.7805,5.0,0.37,63,EPRI
1992,6,12,0,0,0.0,44.2414,116.2393,4.6,0.37,135,EPRI
1992,6,13,0,0,0.0,-23.8616,130.0962,5.0,0.25,12,EPRI
1992,7,1,0,0,0.0,-19.0302,111.8556,4.5,0.25,2,EPRI
1992,7,9,0,0,0.0,-5.5221,137.9927,4.7,0.25,16,EPRI
1992,7,9,0,0,0.0,20.98,89.96,5.3,0.25,118,EPRI
1992,7,13,18,11,36.0,-3.874,-76.68,6.33,0.2,51,ISC
1992,7,15,0,17,6.0,-22.461,126.56,5.14,0.133,9,Merged
1992,8,26,21,52,49.0,-2.487,-76.352,5.01,0.05,51,ISC
1992,8,31,0,0,0.0,43.93,106.92,5.33,0.14,135,EPRI
1992,9,2,0,0,0.0,45.5822,117.9208,4.7,0.25,135,EPRI
1992,9,18,0,0,0.0,21.286,117.6981,5.1,0.47,127,EPRI
1992,9,22,6,49,0.0,-4.541,-76.598,5.01,0.05,51,ISC
1992,9,29,0,0,0.0,34.501,14.4913,5.1,0.37,90,EPRI
1992,9,30,0,0,0.0,-11.349,134.5335,5.26,0.17,17,EPRI
1992,10,23,0,0,0.0,31.35,-4.33,5.55,0.04,95,EPRI
1992,11,3,0,0,0.0,35.3446,123.2905,4.57,0.1,132,EPRI
1992,11,8,0,0,0.0,61.9791,2.6797,4.5,0.37,183,EPRI
1992,11,28,0,0,0.0,-26.9957,26.5164,4.6,0.37,63,EPRI
1992,12,3,19,22,23.0,65.546,-52.222,5.14,0.06,246,ISC
1992,12,23,0,0,0.0,-23.8258,17.3111,4.8,0.25,61,EPRI
1993,2,4,0,0,0.0,-7.9448,134.1146,4.8,0.37,13,EPRI
1993,2,8,0,0,0.0,-8.8653,133.8904,4.8,0.37,13,EPRI
1993,2,14,5,51,6.0,-7.586,134.254,5.14,0.06,13,ISC
1993,2,20,0,31,55.0,-7.747,22.359,4.845,0.129,73,Merged
1993,2,21,0,0,0.0,-20.1311,133.733,5.0,0.37,13,EPRI
1993,2,23,0,0,0.0,-26.3566,27.3881,4.5,0.37,63,EPRI
1993,3,13,0,0,0.0,71.211,-71.8438,4.9,0.25,248,EPRI
1993,3,28,0,0,0.0,32.9404,123.7381,5.0,0.25,128,EPRI
1993,5,5,0,0,0.0,30.0425,108.2326,4.5,0.37,131,EPRI
1993,5,6,13,3,19.0,-8.484,-71.469,5.82,0.14,51,ISC
1993,5,16,9,5,59.0,23.156,86.864,4.755,0.127,111,Merged
1993,6,2,0,0,0.0,28.91,47.5708,4.6,0.37,81,EPRI
1993,6,15,0,0,0.0,79.7807,-16.6234,4.5,0.25,253,EPRI
1993,6,30,0,0,0.0,51.4914,16.0949,4.5,0.25,192,EPRI
1993,7,18,0,0,0.0,17.9312,-93.1846,4.5,0.25,215,EPRI
1993,7,22,4,57,7.0,6.434,-71.15,6.1,0.17,52,ISC
1993,7,22,6,3,57.0,6.448,-71.052,5.05,0.05,52,ISC
1993,8,1,0,0,0.0,15.4,31.67,5.49,0.13,82,EPRI
1993,8,10,0,0,0.0,83.03,-27.92,5.56,0.14,251,EPRI
1993,8,18,0,0,0.0,-26.9049,26.6872,4.6,0.25,63,EPRI
1993,8,24,0,0,0.0,20.6973,71.4408,5.1,0.37,116,EPRI
1993,8,28,0,0,0.0,17.2402,73.7331,5.1,0.25,106,EPRI
1993,8,29,0,0,0.0,-26.3489,27.3139,5.2,0.47,63,EPRI
1993,9,3,17,46,58.0,19.746,-12.887,4.825,0.127,98,Merged
1993,9,3,23,1,37.0,17.223,73.871,5.09,0.06,106,ISC
1993,9,9,0,0,0.0,32.2394,20.3859,4.8,0.25,90,EPRI
1993,9,11,6,14,28.0,-4.752,-76.39,5.71,0.13,51,ISC
1993,9,13,0,0,0.0,66.3237,5.8379,4.8,0.47,183,EPRI
1993,9,27,4,58,25.0,65.059,-39.431,5.01,0.05,239,ISC
1993,9,29,22,25,51.0,18.044,76.544,6.23,0.206,106,Merged
1993,9,29,23,10,58.0,18.07,76.535,5.725,0.188,106,Merged
1993,9,30,0,53,14.0,18.142,76.548,5.09,0.06,106,ISC
1993,9,30,2,16,57.0,18.065,76.614,5.01,0.05,106,ISC
1993,10,1,17,1,13.0,18.007,76.524,5.01,0.05,106,ISC
1993,10,8,20,45,6.0,17.931,76.476,5.14,0.06,106,ISC
1993,10,13,0,0,0.0,28.6253,103.3757,4.8,0.25,131,EPRI
1993,11,1,0,0,0.0,51.625,16.0294,4.6,0.37,192,EPRI
1993,11,12,13,27,28.0,17.949,76.485,5.09,0.06,106,ISC
1993,12,6,0,0,0.0,6.8278,78.3202,5.3,0.25,117,EPRI
1993,12,8,2,52,22.0,-4.616,-77.153,5.25,0.07,51,ISC
1993,12,18,0,0,0.0,-11.8274,133.8567,4.8,0.37,13,EPRI
1993,12,20,0,0,0.0,-26.9098,26.7103,4.7,0.25,63,EPRI
1993,12,30,16,29,50.0,38.135,122.77,4.87,0.129,133,Merged
1994,2,6,0,0,0.0,3.5021,27.5524,5.0,0.37,73,EPRI
1994,2,8,15,31,4.0,-20.006,133.558,5.175,0.13,13,Merged
1994,2,11,0,0,0.0,64.9006,-52.0772,4.6,0.37,246,EPRI
1994,3,2,0,0,0.0,26.32,118.64,4.8,0.25,125,EPRI
1994,4,27,12,16,55.0,-5.413,-76.316,5.14,0.06,51,ISC
1994,5,5,0,0,0.0,51.648,133.3765,4.9,0.25,139,EPRI
1994,5,10,0,0,0.0,-26.8869,26.7634,4.7,0.25,63,EPRI
1994,6,3,22,40,22.0,28.708,70.115,5.75,0.15,113,ISC
1994,6,4,0,0,0.0,49.0688,129.811,4.5,0.37,139,EPRI
1994,6,9,1,15,20.0,-13.932,-68.04,6.05,0.17,51,ISC
1994,6,9,5,26,31.0,-14.008,-67.285,5.38,0.09,51,ISC
1994,6,23,10,45,11.0,-13.954,-67.096,5.01,0.05,51,ISC
1994,7,25,0,0,0.0,34.97,124.43,5.14,0.16,132,EPRI
1994,8,1,0,0,0.0,47.994,67.5271,5.0,0.25,158,EPRI
1994,8,6,0,0,0.0,-32.9377,151.1628,5.0,0.25,27,EPRI
1994,8,31,20,48,33.0,-20.663,133.839,5.01,0.05,13,ISC
1994,8,31,23,29,54.0,25.944,78.641,4.945,0.129,112,Merged
1994,10,2,0,0,0.0,-26.4123,27.4682,4.7,0.25,63,EPRI
1994,10,30,0,0,0.0,-28.0213,26.7184,5.3,0.25,63,EPRI
1994,11,4,1,13,21.0,-9.472,-71.238,6.05,0.17,51,ISC
1994,11,5,12,5,29.0,-9.452,-71.338,5.82,0.14,51,ISC
1994,11,30,0,0,0.0,-30.6245,137.608,4.9,0.25,21,EPRI
1994,12,29,0,0,0.0,29.09,103.85,5.12,0.12,131,EPRI
1995,1,5,12,46,0.0,59.576,56.609,5.02,0.129,166,Merged
1995,1,10,0,0,0.0,20.4195,109.4385,5.53,0.04,126,EPRI
1995,1,15,0,0,0.0,20.69,109.8,5.0,0.25,126,EPRI
1995,2,10,0,0,0.0,-26.8338,26.669,4.8,0.37,63,EPRI
1995,2,12,1,2,7.0,-5.745,-76.108,5.49,0.14,51,ISC
1995,2,16,9,35,18.0,-5.777,-76.101,5.45,0.1,51,ISC
1995,2,25,0,0,0.0,24.3716,118.6643,5.0,0.25,127,EPRI
1995,2,27,0,0,0.0,-2.9306,39.9749,4.8,0.25,80,EPRI
1995,3,8,0,0,0.0,82.3577,-71.7175,5.0,0.25,249,EPRI
1995,3,11,15,18,44.0,31.242,73.263,5.01,0.05,113,ISC
1995,3,12,8,22,57.0,17.358,73.945,4.845,0.129,106,Merged
1995,3,13,3,9,39.0,17.341,74.024,5.05,0.05,106,ISC
1995,3,14,12,56,31.0,-15.191,-64.863,5.25,0.07,51,ISC
1995,3,27,7,52,13.0,21.555,84.596,5.01,0.05,109,ISC
1995,4,4,15,29,54.0,28.164,71.735,5.19,0.07,113,ISC
1995,4,14,0,32,56.0,30.264,-103.363,5.765,0.084,226,Merged
1995,4,28,22,29,54.0,-6.227,-73.199,4.87,0.129,51,Merged
1995,5,1,16,55,44.0,-3.926,-76.344,5.14,0.06,51,ISC
1995,5,2,6,6,7.0,-3.75,-76.867,7.06,0.29,51,ISC
1995,5,24,13,46,47.0,16.473,79.633,5.05,0.05,106,ISC
1995,6,3,0,0,0.0,47.138,-76.2833,3.28,0.17,226,EPRI
1995,6,14,16,41,56.0,-20.161,133.63,5.09,0.19,13,Merged
1995,6,21,18,35,40.0,21.784,85.305,4.775,0.236,109,Merged
1995,7,4,0,0,0.0,79.9971,94.8377,5.0,0.37,154,EPRI
1995,7,24,10,2,49.0,38.037,124.143,5.275,0.135,133,Merged
1995,8,25,0,0,0.0,-23.7538,112.1831,4.6,0.25,4,EPRI
1995,9,22,0,0,0.0,1.0903,19.3548,5.24,0.22,73,EPRI
1995,10,20,0,0,0.0,61.5656,116.4441,4.8,0.25,149,EPRI
1995,10,28,0,0,0.0,-26.3378,27.5454,4.7,0.25,63,EPRI
1995,10,30,0,0,0.0,-49.6603,-42.775,4.6,0.25,35,EPRI
1995,11,14,0,0,0.0,68.41,51.61,4.8,0.25,168,EPRI
1995,11,25,0,0,0.0,-26.9224,26.6805,4.8,0.37,63,EPRI
1995,11,29,0,0,0.0,42.9189,-7.2295,5.0,0.25,200,EPRI
1995,12,5,8,15,24.0,57.725,107.091,4.875,0.127,149,Merged
1995,12,17,0,0,0.0,-27.9673,26.6594,4.5,0.25,63,EPRI
1996,1,14,0,0,0.0,51.5986,16.1205,4.5,0.37,192,EPRI
1996,1,15,0,0,0.0,52.9635,83.7387,4.5,0.25,156,EPRI
1996,2,7,0,0,0.0,27.4584,106.5679,4.7,0.25,130,EPRI
1996,2,28,0,0,0.0,29.0782,104.7045,5.2,0.25,131,EPRI
1996,3,29,0,0,0.0,82.8988,-43.6804,5.0,0.25,251,EPRI
1996,4,13,0,1,13.0,31.457,73.717,5.01,0.05,113,ISC
1996,6,9,0,0,0.0,-34.1658,135.8155,4.5,0.25,19,EPRI
1996,6,15,0,0,0.0,51.5675,16.2235,5.2,0.37,192,EPRI
1996,6,26,0,0,0.0,-18.3579,48.4751,4.98,0.5,71,EPRI
1996,7,17,21,34,25.0,-20.144,133.88,5.19,0.07,13,ISC
1996,7,22,0,0,0.0,44.2,-105.68,4.6,0.37,238,EPRI
1996,8,13,0,0,0.0,-30.0363,143.5507,4.9,0.25,27,EPRI
1996,9,8,6,9,34.0,-4.452,-76.727,4.825,0.187,51,Merged
1996,9,11,0,0,0.0,51.4666,11.7071,4.8,0.37,192,EPRI
1996,9,16,0,0,0.0,-26.857,26.7031,4.5,0.25,63,EPRI
1996,9,25,0,0,0.0,-37.7783,146.258,4.7,0.25,27,EPRI
1996,10,1,16,14,34.0,32.356,70.626,5.05,0.05,113,ISC
1996,10,24,10,16,57.0,-3.651,-76.762,5.05,0.05,51,ISC
1996,10,29,4,43,36.0,-6.393,-73.994,5.09,0.06,51,ISC
1996,10,30,0,0,0.0,32.4343,20.5326,4.7,0.25,90,EPRI
1996,11,9,0,0,0.0,31.6311,123.3463,5.59,0.03,128,EPRI
1996,12,11,0,0,0.0,-27.8959,26.729,4.7,0.25,63,EPRI
1996,12,13,0,0,0.0,37.1873,128.7499,5.0,0.25,128,EPRI
1996,12,20,6,11,38.0,-31.006,116.588,5.01,0.05,7,ISC
1997,1,7,2,12,33.0,-5.246,-76.908,5.14,0.06,51,ISC
1997,1,23,2,34,51.0,17.005,76.597,4.895,0.129,106,Merged
1997,2,8,0,47,42.0,-3.463,-76.912,5.05,0.05,51,ISC
1997,2,10,0,0,0.0,-26.933,26.7087,5.0,0.37,63,EPRI
1997,3,5,0,0,0.0,-33.7067,138.9698,4.8,0.25,21,EPRI
1997,3,7,9,42,24.0,-6.503,-71.207,5.25,0.07,51,ISC
1997,3,25,16,44,33.0,-9.062,-71.357,5.45,0.1,51,ISC
1997,3,25,19,25,55.0,-9.09,-71.364,5.19,0.07,51,ISC
1997,3,27,16,58,16.0,-31.422,117.881,5.05,0.05,8,ISC
1997,5,2,0,0,0.0,28.94,122.77,4.5,0.25,125,EPRI
1997,5,21,22,51,30.0,23.083,80.111,5.815,0.076,111,Merged
1997,5,21,0,0,0.0,42.85,-7.1535,5.33,0.15,200,EPRI
1997,6,9,14,20,8.0,-5.922,-71.805,5.05,0.05,51,ISC
1997,6,15,0,0,0.0,23.98,89.91,4.6,0.37,118,EPRI
1997,7,5,0,10,9.0,-4.127,-77.442,5.01,0.05,51,ISC
1997,7,21,0,0,0.0,-26.8706,26.7773,4.7,0.25,63,EPRI
1997,7,23,14,3,30.0,-6.07,-75.974,5.38,0.09,51,ISC
1997,7,27,0,0,0.0,33.5481,122.2349,5.1,0.68,132,EPRI
1997,7,29,0,0,0.0,-27.9521,26.6442,5.1,0.37,63,EPRI
1997,8,10,9,20,35.0,-16.13,124.364,6.135,0.086,14,Merged
1997,8,13,0,0,0.0,29.4139,105.6148,4.9,0.25,131,EPRI
1997,9,11,0,0,0.0,-31.4593,117.5452,4.6,0.37,7,EPRI
1997,9,11,2,44,35.0,-3.638,-76.926,5.075,0.188,51,Merged
1997,9,22,0,0,0.0,54.7642,19.6155,4.7,0.37,175,EPRI
1997,9,25,0,0,0.0,-26.372,27.3481,4.7,0.25,63,EPRI
1997,10,3,0,0,0.0,-22.7886,147.1643,4.6,0.37,27,EPRI
1997,10,11,4,11,25.0,-10.663,24.722,4.925,0.127,77,Merged
1997,10,24,0,0,0.0,31.1933,-87.1997,4.88,0.1,217,EPRI
1997,10,28,6,15,20.0,-4.35,-76.558,7.06,0.29,51,ISC
1997,11,6,0,0,0.0,46.7275,-71.3546,4.41,0.12,222,EPRI
1997,12,6,0,0,0.0,64.904,-88.0878,5.2,0.25,239,EPRI
1997,12,11,0,0,0.0,-26.8974,26.6575,4.5,0.25,63,EPRI
1998,2,11,1,8,50.0,17.306,73.852,5.01,0.05,106,ISC
1998,3,3,17,23,28.0,-3.755,-77.322,4.825,0.187,51,Merged
1998,3,5,0,0,0.0,0.8049,17.3948,4.98,0.21,73,EPRI
1998,3,10,0,0,0.0,-11.745,-56.9634,5.2,0.25,52,EPRI
1998,3,29,3,50,20.0,-12.399,139.187,5.275,0.135,13,Merged
1998,4,4,14,42,53.0,-3.77,-77.328,5.19,0.07,51,ISC
1998,4,12,0,0,0.0,-12.4435,25.5442,4.8,0.37,61,EPRI
1998,4,16,0,0,0.0,25.0379,107.9586,4.7,0.25,129,EPRI
1998,4,16,0,0,0.0,25.2458,108.2534,4.5,0.25,129,EPRI
1998,5,11,10,13,43.0,27.077,71.776,5.055,0.131,113,Merged
1998,5,28,0,0,0.0,31.4459,27.6426,5.5,0.03,90,EPRI
1998,6,3,0,0,0.0,29.15,103.19,4.6,0.25,131,EPRI
1998,6,9,1,0,51.0,-27.975,135.821,5.01,0.05,19,ISC
1998,7,3,6,40,13.0,-8.27,-70.869,5.25,0.07,51,ISC
1998,7,13,0,0,0.0,-27.9098,26.8024,4.5,0.25,63,EPRI
1998,8,29,0,0,0.0,43.445,109.0753,4.8,0.25,135,EPRI
1998,9,7,20,55,20.0,-4.063,-76.924,5.01,0.05,51,ISC
1998,9,23,9,35,42.0,-5.376,-76.839,5.09,0.06,51,ISC
1998,9,24,0,0,0.0,46.3059,106.3265,5.56,0.03,136,EPRI
1998,9,25,19,52,52.0,41.457,-80.343,4.845,0.09,226,Merged
1998,10,14,1,36,21.0,60.648,-44.163,5.15,0.085,244,Merged
1998,10,23,1,48,52.0,-2.485,-76.374,5.45,0.1,51,ISC
